name,sex,number
Barbara Elisabetta,F,1
Anna Maria Giuseppina,F,1
Hajira,F,1
Ousainou,M,1
Salvatore Loris,M,1
Dioulde',M,1
Mohamed Rassoul Diagne,M,1
Monica Lisetta,F,1
Pierina Luciana,F,1
Marco Manuele,M,1
Junia,F,1
Leopardo,M,1
Fabrizio Umberto Provino,M,1
Badr Ed Dine,M,1
Alicya Sophia,F,1
Mariella Teresa Costanza,F,1
Giuseppina Mercedes,F,1
Speranza Felicita,F,1
Micaele,M,1
Chengjie,M,1
Greta Elisa,F,1
Anatolie,M,1
Allyson,F,1
Youssra,F,1
Arnisa,F,1
Fatima Ezahra,F,1
Maria Ernestina,F,1
Gianfranco Giorgio,M,1
Rosa Adriana,F,1
Denia,F,1
Sherry Maher Fahmy,F,1
Mamoudou,M,1
Lorena Paola,F,1
Filomena Patrizia,F,1
David Miles,M,1
Alessander,M,1
Secondina Vincenza,F,1
Pietro Valter,M,1
Babar,M,1
Lirime,F,1
Ivan Petrov,M,1
Kaje,F,1
Ruyi,F,1
Georgiana,F,1
Nesrine,F,1
Rachela Antonia,F,1
Patrizia Emilia,F,1
Aldo Paolo,M,1
Graziella Teresa,F,1
Gabriella Adele Teresa,F,1
Tonioara,F,1
Maria Rosalba,F,1
Silvana Maddalena,F,1
Sara Sofia,F,1
Maria Antonietta Tiziana,F,1
Lisa Halima,F,1
Larah,F,1
Lojayn,F,1
Azed-dine,M,1
Rocco Felice,M,1
Maria Andrea,F,1
Luca Mario Paride,M,1
Bahri,M,1
Eleid,M,1
Jolly Enete,M,1
Keltoum,F,1
Antonella Giusi,F,1
Jolanda Sofia,F,1
Caterina Antonietta,F,1
Nicoletto,M,1
Vanna Luigina,F,1
Mei Feng,F,1
Pieter,M,1
Asanka Sujith Amarananda,M,1
Cristoforo Giuseppe,M,1
Mariagrazia Nircea Luigia,F,1
Denis Matteo,M,1
Marisa Santina,F,1
Michela Domenica,F,1
Eremia,M,1
Gioia Janine,F,1
Audrey Patricia,F,1
Deborah Greta,F,1
Guoxiang,M,1
Iyobosa Kingsley,M,1
Winston,M,1
Redjana,F,1
Roberta Giuseppina,F,1
Valerian Marian,M,1
Florencia,F,1
Veglia,F,1
Annibale,M,1
Edi Piera,F,1
Ibro,M,1
Alessia Rebecca,F,1
Richie Isaac,M,1
Venanzio,M,1
Teresa Stefania,F,1
Dorcas,F,1
Margaret,F,1
Videlma,F,1
Piero Domenico,M,1
Oscar Alberto,M,1
Vittoria Giuseppina,F,1
Beata,F,1
Nurie,F,1
Rime,F,1
Jenny Gladys,F,1
Salif,M,1
Ettore Valerio Giuseppe,M,1
Marco Luca Paolo,M,1
Daisyree,F,1
Michele Luigi Antonio,M,1
Ioana Ramona,F,1
Gianpaolo Dionisio,M,1
Cristiana Laura,F,1
Claudia Stefany,F,1
Sahar,F,1
Dami,F,1
Ristika,F,1
Emma Maria,F,1
Safa,F,1
Maria Rosa Domenica,F,1
Tariq,M,1
Giuseppe Savino,M,1
Ouliana,F,1
Elenia,F,1
Changsheng,M,1
Xianyi,M,1
Mariana Catalina,F,1
Fabrizio Maria Pio,M,1
Florencia Belen,F,1
Osvaldo Angelo,M,1
Luigia Secondina,F,1
Serme,F,1
Alexandra-paula,F,1
Monda,F,1
Abramo,M,1
Mass,M,1
Alberto Nicola,M,1
Mihai Valentin,M,1
Kirsten,F,1
Donatella Chiara,F,1
Carlo Domenico Andrea,M,1
Vannina,F,1
Marie Franca,F,1
Secondo Marco Edoardo,M,1
Canio Giuseppe,M,1
Tancredi,M,1
Lixin,F,1
Riccardo Delfino,M,1
Abdoussalam,M,1
Nazike,F,1
Clara Margherita,F,1
Narciso Giovanni,M,1
Felice Ermenegildo,M,1
Silvia Carmela,F,1
Rosetta Luisa,F,1
Claudia Domenica,F,1
Maria Dilma,F,1
Edoardo Graziano,M,1
Claudiu,M,1
Andrei Cosmin,M,1
Denise Andrea,F,1
Stelina,F,1
Deje,F,1
Bedene,F,1
Sundus,F,1
Ludovica Nunzia,F,1
Mauro Roberto,M,1
Attilio Eugenio,M,1
Stefany Andrea,F,1
Mariia,F,1
Nataline,F,1
Virginia Cristina,F,1
Rita Elena,F,1
Pietro Pasquale,M,1
Emirjana,F,1
Dorcas Ewomano,F,1
Anuradha,F,1
Tindara Maria,F,1
Ammar,M,1
Kadiatou,F,1
Luigi Domenico,M,1
Angelo Giuseppe,M,1
Anna Elisa,F,1
Luca Lorenzo,M,1
Silvan,M,1
Roberto Stefano Maria,M,1
Desiree Dina,F,1
Mario Andrea,M,1
Sedija,F,1
Pierandrea,M,1
Yasuko,F,1
Piera Elisabetta,F,1
Giorgiel,M,1
Celina,F,1
Jinger,F,1
Tommaso Luigi,M,1
Saveli,M,1
Justin Giuseppe,M,1
Haoxuan,M,1
Carlo Fabio,M,1
Milon,M,1
Mattia Giovanni,M,1
Edoardo Omar,M,1
Dafeng,M,1
Secondo Aldo,M,1
Riccardo Maria,M,1
Leontin Florin,M,1
Serafina Rita,F,1
Marie Louise,F,1
Anselma,F,1
Fausta Stefana,F,1
Sandro Pietro Maria,M,1
Giovanna Onorina,F,1
Abdel Ali,M,1
Milica,F,1
Giannina Rosetta,F,1
Silvana Maria Pia,F,1
Bogdan Mihai,M,1
Ginna Marisol,F,1
Izabela Teresa,F,1
Eralni,F,1
Mabrouka Ben Mohamed,F,1
Fibi,F,1
Princess Adom,F,1
Carla Luigina,F,1
Iulia Edith,F,1
Michaela Teresa,F,1
Renan Luiz,M,1
Hacer,F,1
Ayat,F,1
Mbark,M,1
Maria Grazia Emilia,F,1
Crescentino Alfredo,M,1
Sidi Thami,M,1
Franca Linda,F,1
Zenepe,F,1
Kim,F,1
Leotrim,M,1
Leone Gabriele,M,1
Avenjola,F,1
Jacopo German,M,1
Vladimiro,M,1
Shengjuan,F,1
Esma,F,1
Alessandro Ottavio Pietro,M,1
Luigia Palmira,F,1
Lucia Giuseppina,F,1
Gianbruno,M,1
Carmen Elena,F,1
Nazzarena Placida,F,1
Maria Magdalena,F,1
Aycha,F,1
Jeison,M,1
Mbiyavanga,M,1
Elena Roxana,F,1
Ajni,M,1
Giuseppe Maria,M,1
Augusto Rocco,M,1
Luca Edoardo,M,1
Elena Adriana,F,1
Cecilia Pia Mirka,F,1
Madalina,F,1
Giuseppa Teresa,F,1
Enada,F,1
Gheorghe Viorel,M,1
Giulia Sabina,F,1
Andrea Bruno,M,1
Edilio,M,1
Adriana Ramona,F,1
Regina Ketrin,F,1
Domenico Pietro,M,1
Emilietta,F,1
Cinzia Assunta Giovanna,F,1
Petru Emanuel,M,1
Mbathe,M,1
Anna Maria Maddalena Margherita,F,1
Orlando Jose,M,1
Maria Marlena,F,1
Sorin Daniel,M,1
Shuying,F,1
Rosangela Giuseppina Maria,F,1
Francesca Consolata,F,1
Giovanni Remigio,M,1
Maria Angela Giuseppina,F,1
Marjlisa,F,1
Lisa Ivana,F,1
Annalisa Dina,F,1
Pandeli,M,1
Angela Antonia,F,1
Sidiki,M,1
Antonio Carlo,M,1
Silvia Lucia,F,1
Luca Alexandru,M,1
Trentino,M,1
Roberto Angelo Giuseppe,M,1
Erika Jessika,F,1
Fabriana,F,1
Anne Marie,F,1
Robertino Attilio,M,1
Cherki,M,1
Luigi Antonio,M,1
Estefan,M,1
Anasta Rani,F,1
Isabella Miriam,F,1
Cesare Arturo,M,1
Franco Urbano,M,1
Klaus Dieter,M,1
Fulvia Rosanna,F,1
Sabir,M,1
Stefano Santiago,M,1
Rebar Abdullah Ali,M,1
Sirin,M,1
Dimitrie Toader,M,1
Nebi,M,1
Jone,F,1
Bledar Tom,M,1
Graziella Eugenia Teresa,F,1
Amelia Anna,F,1
Ur Rahman,M,1
Vincenzo Ettore,M,1
Maria Rosaria Pina,F,1
Gianstefano Giuseppe,M,1
Maria Iose' Irma,F,1
Paola Cecilia,F,1
Mirra,F,1
Claudia Federica,F,1
Mario Luciano,M,1
Giovanna Anna Rita,F,1
Laura Diana,F,1
Franca Olga Laura,F,1
Edos,M,1
Carmela Amelia,F,1
Bogdan Gabriel,M,1
Malani Swarnalatha Premarathna,F,1
Francesca Carla,F,1
Bruna Agostina,F,1
Maria Luisa Alessandrina,F,1
Zarif,M,1
Caterina Anna Maria,F,1
Moses Olalekan,M,1
Ameriga,F,1
Rovina,F,1
Loris Fiore,M,1
Lilian,F,1
Sandra Piera Angela,F,1
Gloria Matra,F,1
Giulia Vittoria,F,1
Shakeel,M,1
Yiying,F,1
Osamuyi,M,1
Georgeta Gabriela,F,1
Qiuxing,F,1
Silvano Ugo,M,1
Mirna Angela,F,1
Gigliola Emilia,F,1
Gero,M,1
Novella,F,1
Ballkis,F,1
Carlo Antonio Luigi,M,1
Tiziana Lidia,F,1
Mara Dorina,F,1
Xhuljeta,F,1
Marianna Liliana,F,1
Tiziana Donata,F,1
Giuseppe Abele,M,1
Roberto Giuseppe Emilio,M,1
Rosella Ernestina,F,1
Enrico Lorenzo,M,1
Toader Ilie,M,1
Gioconda Maria,F,1
Felicita Alessandra,F,1
Riccardo Vincenzo Marino,M,1
Lorenzo Giuseppe Sergio,M,1
Ilirian,M,1
Alexis,F,1
Pierthomas,M,1
Sebastian Matteo,M,1
Giuseppe Luciano,M,1
Luciana Graziella,F,1
Antonia Enea,F,1
Erta,F,1
Sumaira,F,1
Giuseppe Umberto,M,1
Roberta Domenica,F,1
Boris Fernando Ciro,M,1
Ilaria Rosa,F,1
Ester Rosa Rita,F,1
Alfredo Valentino,M,1
Abdelkabir,M,1
Dalina,F,1
Qiang,M,1
Angelo Andrea,M,1
Spartak,M,1
Fiorenza Marisa,F,1
Carolina Maddalena,F,1
Virna,F,1
Raffaella Giovanna,F,1
Prince Michael,M,1
Cristina Rosa Angela,F,1
Egli Patrizia,F,1
Leonida Lucia Maria,F,1
Maria Maddalena Giovanna,F,1
Claudia Margherita,F,1
Giuseppina Mariuccia,F,1
Alberto Antonio Guido,M,1
Mauro Domenico,M,1
Carlo Mario,M,1
Delfina Vittoria,F,1
Gian Cristian,M,1
Agnesa,F,1
Ancuta Elena,F,1
Katheryn Fiorela,F,1
Sotjona,F,1
Dobrilla,F,1
Ewelyn,F,1
Anca Maria,F,1
Rolando Carlo,M,1
Emanuela Luigina,F,1
Maria Metella,F,1
Mara Paola,F,1
Epaminonda,M,1
Alessandro Domenico,M,1
M'barek,M,1
Neda,F,1
Barbara Adriana,F,1
Defenza,F,1
Bruna Angela,F,1
Violetta Lucia,F,1
Kledi,M,1
Edoardo Mattia,M,1
Ermina,F,1
Uche,M,1
Maria Estela,F,1
Alfred Fode,M,1
Ali Haydar,M,1
Arslan,M,1
Roberto Raul,M,1
Tersila,F,1
Migdalia Margarita,F,1
Luca Domenico,M,1
Gabriella Piera,F,1
Cornelia Gabriela,F,1
Claudio Angelo,M,1
Mauro Giuseppe,M,1
Annita Carla,F,1
Yrfete,F,1
Federico Pedro,M,1
Deyvid Rafael,M,1
Pietro Renzo,M,1
Sanda Alexandra,F,1
Anna Sofia,F,1
Alessandro Teresio,M,1
Domenico Gerardo,M,1
Ernesto Antonio,M,1
Mercedes Stella,F,1
Lauretta Maria,F,1
Francesca Rosaria,F,1
Margherita Carmen,F,1
Nelj,F,1
Enrico Giuseppe,M,1
Victoria Eloghosa,F,1
Keoma,M,1
Nafissa,F,1
Giovachino,M,1
Girolamo Pietro,M,1
Nicolae Daniel,M,1
Luigi Gianluca,M,1
Guido Marziano,M,1
Graziella Maria Antonietta,F,1
Mirella Maria Paola,F,1
Vezia,F,1
Eider,F,1
Da Chan Federico Carlo,M,1
Brunella Bona,F,1
Sead,M,1
Juli,F,1
Juncheng,M,1
Aboubacar,M,1
Nereyda,F,1
Hernan Jose',M,1
Francesco Onorato,M,1
Vladimiro Graziano,M,1
Domenica Rita,F,1
Graiju,M,1
Rozi,F,1
Uchenna Atulegwu,M,1
Rossana Giuseppina Teresa,F,1
Francisca Adelaida,F,1
Adhurim,M,1
Veranna,F,1
Vittoria Alice,F,1
Alesio Constantin,M,1
Valter Elio,M,1
Abd El Karim,M,1
Eliza,F,1
Dino Giovanni,M,1
Avdo,M,1
Giulia Rita,F,1
Prasanna Indika,M,1
Umberto Cristian,M,1
Ekinadose Augustina,F,1
Yldaura,F,1
Natalino Gino,M,1
Giovanna Antonella Maria,F,1
Lucia Delia,F,1
Matteo Antonio,M,1
Saverio Giovanni,M,1
Gabriella Palmina,F,1
Armando Antonio,M,1
Gian Maria,M,1
Ancilla,F,1
Amra,F,1
Catrinuta,F,1
Evdochia,F,1
Natale Giorgio Carlo Gustavo,M,1
Alexandra Andreea,F,1
Giulia Rebecca,F,1
Fabrizio Pietro,M,1
Vital,M,1
Vath,M,1
Hussnain,M,1
Kesheng,M,1
Geraldine,F,1
Gisela,F,1
Miriam Giulia,F,1
Imam,M,1
Leonardo Paolo Rosario,M,1
Elja,F,1
Diego Alberto,M,1
Carla Bruna Concetta,F,1
Maria Clotilde Franca,F,1
Lucia Giovanna,F,1
Prita,F,1
Nicolina Laura,F,1
Floriana Luisa,F,1
Angela De Lourdes,F,1
Bianca Elena,F,1
Magna Gabriela,F,1
Yarima,M,1
Greta Romina,F,1
Nuhu Iqbal,M,1
Oumlaid,F,1
Erika Tunde,F,1
Sandeo,M,1
Azzouz,M,1
Tauler,M,1
Piera Mirella,F,1
Carmela Luigina Lidia,F,1
Mikael Leonard,M,1
Sajjad,M,1
Andrea Federico,M,1
Yvelise Maria Elena,F,1
Teresa Elsa,F,1
Anna Maria Caterina,F,1
Nella Angela,F,1
Rosa Manola,F,1
Giampiero Marco,M,1
Kin,M,1
Enzo Sandro,M,1
Marco Fabio Antonio,M,1
Najma,F,1
El Njoud,F,1
Gabriella Bianca Elisabetta,F,1
Giovanni Giacinto,M,1
Claudia Angela,F,1
Yunshi,F,1
Zane,F,1
Sebastiano Sergio,M,1
Isabella Caterina Regina,F,1
Ermes Isabella,F,1
Giovanna Gloria,F,1
Elisa Rosa,F,1
Mario Franco,M,1
Thomas Maria,M,1
Wessam Reda Abdelmottaleb,F,1
Xhoni,M,1
Beatrice Angelica,F,1
Cesarina Bruna,F,1
Messaoud,M,1
Karunakaran,M,1
Giovanni Baldo,M,1
Yilmaz,M,1
Adrian Manuel,M,1
Marco Valerio,M,1
Amalia Alexandra,F,1
Margherita Franca,F,1
Isabella Benedetta,F,1
Antonjo,M,1
Elalami,M,1
Beverly,F,1
Itto,F,1
Marcella Francesca,F,1
Dosolina,F,1
Nilda Ryna,F,1
Maria Francisca,F,1
Rolindo,M,1
Aivia,M,1
Sorina,F,1
Alle,M,1
Stoyan Gitev,M,1
Federico Edoardo,M,1
Marisa Clotilde,F,1
Flavia Maria,F,1
Zaina,F,1
Tarcisio,M,1
Roberto Felice Maggiore,M,1
Giampaolo Costantino,M,1
Walter Ignazio,M,1
Enik,M,1
Eloisa Lucila,F,1
Alaa Eddine,M,1
Piera Albina,F,1
Eya,F,1
Rosario Paolo,M,1
Maria Elena Stella,F,1
Ynmaculada,F,1
Silvana Annunziata,F,1
Katie,F,1
Tiziana Laura,F,1
Stefania Isabella,F,1
Gabriella Cristina Margherita,F,1
Maria Fiorella,F,1
Severina Carla,F,1
Corrado Severino Oreste,M,1
Marcello Stefano,M,1
Graziella Antonietta,F,1
Aranit,M,1
Andy,M,1
Nicoleta Laura,F,1
Larissa Karina,F,1
Erdis,M,1
Luigi Carmine Vincenzo,M,1
Catterina Francesca,F,1
Nedda Alba,F,1
Giuseppe Ottavio Michele,M,1
Claudio Mario,M,1
Manuel Francesco,M,1
Francess Nosa,F,1
Nermine Mikhael Fouad,F,1
Albachiara,F,1
Monica Camilla Enrichetta,F,1
Lincoln Penaloza,M,1
Mersedes,F,1
Maurizio Angelo,M,1
Vittoria Maria Teresa,F,1
Giordano Fausto,M,1
Serafina Aglaia,F,1
Vincenza Leopolda,F,1
Gisberto,M,1
Sogida,F,1
Aldo Felice,M,1
Abdel Malek,M,1
Matthew James,M,1
Norica Cristina,F,1
Livia Adelaide,F,1
Emily Maria,F,1
Shen Hao,M,1
Ping,M,1
Yidi Chiara,F,1
Mamadou Lamarana,M,1
Zayd,M,1
Patcient,F,1
Giuliana Emilia,F,1
Amanda Coumba,F,1
Nikolle,M,1
Pietro Remo Enrico,M,1
Rita Natalina,F,1
Livio Vincenzo,M,1
Giovanna Fiorella,F,1
Shore,F,1
Prospera,F,1
Sandra Rosa,F,1
Hike,F,1
El Mahdi,M,1
Genevieve Jeanne Louise,F,1
Mejanio,M,1
Altomare,F,1
Alessandro Anas,M,1
Fidias Manuel,M,1
Kledy,M,1
Mario Ugo Guido,M,1
Alfonc,M,1
Linda Estelle,F,1
Giovanni Lino,M,1
Nourelhouda,F,1
Ionica Alina,F,1
Georgi Krastev,M,1
Emanuele Secondo,M,1
Lije,F,1
Filippo Antonio,M,1
Janne,F,1
Viler,M,1
Agata Rosaria,F,1
Klodoaldo,M,1
Marie Laure Natacha,F,1
Lory,F,1
Antonio Andrea,M,1
Eleonora Francesca Rossella,F,1
Sibora,F,1
Lilliana Emilia,F,1
Jesus Martin,M,1
Camilla Luigia,F,1
Bruna Mariangela,F,1
Brunino,M,1
Michele Eugenio,M,1
Domenico Stefano,M,1
Sejdalija,M,1
Chiara Sophie,F,1
Sara Maria Fanny,F,1
Claudia Rita,F,1
Sorin Mihai,M,1
Ailyan,F,1
Anxhino,M,1
Rossalina,F,1
Cristian Vasile,M,1
Sandra Angela,F,1
Severina Amalia,F,1
Iniobong Daniel,F,1
Imelda Anna,F,1
Alessandra Emanuela,F,1
Giada Maria,F,1
Gregorio Roy,M,1
Halil,M,1
Olga Maria Lea,F,1
Silvan Korona,M,1
Alfredo Pietro,M,1
Esonela,F,1
Loredana Monica,F,1
Dulce Maria,F,1
Alisja,F,1
Abdeljalil,M,1
Robert George,M,1
Meana,F,1
Luisella Giuseppina,F,1
Michela Donatella,F,1
Santo Domenico,M,1
Grazia Genny,F,1
Marialuigia,F,1
Mariala,F,1
Alexandra Iulia,F,1
Dominique,M,1
Giammaria,M,1
Stefania Tiziana,F,1
Vjollca Dilaver,F,1
Kristel Habibe,F,1
Miriam Magally,F,1
Reald,M,1
Hajaj,M,1
Mohamed Rayan,M,1
Rafal Antoni,M,1
Mohamed Rachik,M,1
Patrizia Maura,F,1
Elda Eugenia,F,1
Roberto Ernesto Giuseppe,M,1
Kawme,M,1
Iustina Maria,F,1
Marisa Candida,F,1
Cristina Adelaide,F,1
Silvana Emma Maria Teresa,F,1
Elsa Elettra Giuseppina,F,1
Silvio Enrico,M,1
Azuayi Kelvin,M,1
Bartolomeo Dante,M,1
Samuele Michele,M,1
Emilia Catterina,F,1
Pierluigi Domenico,M,1
Melanie Lorna,F,1
Salvatore Valentino,M,1
Maria Gisella,F,1
Aida Faye,F,1
Alessio Giovanni,M,1
Giovanni Giulio,M,1
Mauro Giovanni,M,1
Mariantonina,F,1
Franca Matilde,F,1
Andriana Petrova,F,1
Piarin,M,1
Khadouj,F,1
Simi Alexandru,M,1
Marioara Stela,F,1
Elisabetta Kim Lien,F,1
Haihui,M,1
Maria Fatima,F,1
Giada Isabel,F,1
Klejdi,M,1
Lizeta,F,1
Fabio Basm Azmy Barsoum,M,1
Enduena,F,1
Chimezie Stephen,M,1
Happy Joy,F,1
Mauri,M,1
Maria Luisa Serafina,F,1
Liviu,M,1
Arsena,F,1
Cristinel Costica,M,1
Lilio Egidio,M,1
Prosper,M,1
Agbonlahor,M,1
Weiqing,M,1
Dongyi,M,1
Andrea Angelo Luigi,M,1
Hatim,M,1
Lawrence Patrick,M,1
Maria Sthela,F,1
Bella,F,1
Giuseppe Lorenzo,M,1
Edera,F,1
Stefanino Mario,M,1
Concettina Pasqua,F,1
Yagbo Elisabeth,F,1
Carluccio,M,1
Rejan,M,1
Piero Paolo Giuseppe,M,1
Vincenzo Guido,M,1
Carmela Antonina,F,1
Stella Maris,F,1
Alberino Giancarlo,M,1
Evgheni,M,1
Virginia Amarilis,F,1
Gabriele Derek,M,1
Bianca Sofiya,F,1
Noemi Elisabeth,F,1
Ifeoluwa Michelle,F,1
Cheikh Ahmet Tidiane,M,1
Maurizio Alberto,M,1
Giorgio Ferdinando,M,1
Giuliano Viorel,M,1
Svetlana Eleonor,F,1
Sejada,F,1
Melek,F,1
Luca Meng,M,1
Paolo Virginio Mario,M,1
Alexandru Codrut,M,1
Marjancho,M,1
Rosa Concetta,F,1
Gabriella Vittoria,F,1
Rosa Lucia,F,1
Doloreza,F,1
Vilma Paola,F,1
Simona Giuseppina Angela,F,1
Dumitru Cristian,M,1
Vittoria Giovanna Agnese,F,1
Sabrina Vincenza,F,1
Ornella Caterina,F,1
Sasha,M,1
Ludovica Paola,F,1
Lucia Luigia,F,1
Viviana Andrea,F,1
Orio,M,1
Marinella Rosamaria,F,1
Veniero,M,1
Shqipoje,F,1
Iolanda Cristina,F,1
Giuseppina Bruna,F,1
Giulia Rosa,F,1
Elisiario,M,1
El Kebir,M,1
Marisa Carla,F,1
Izak,M,1
Xhoi,M,1
Fullanza,F,1
Mileha,F,1
Giancarlo Mario,M,1
Maurizio Luigi,M,1
Massimiliano Marcello,M,1
Consuelo Elisabetta,F,1
Giuseppe Giovanni Emilio,M,1
Vito Salvatore,M,1
Cheren,F,1
Yan,M,1
Daniela Elena,F,1
Tajrian,F,1
Ran,F,1
Omonke,M,1
Jianjun,F,1
Giona,M,1
Igorcho,M,1
Angioletta Albina Domenica,F,1
Palmina Fiorella,F,1
Maria Salvatrice,F,1
Vittoriana Maddalena,F,1
Bo Jimmy,M,1
Emiliana Luigina,F,1
Alex Fabrizio,M,1
Ignazia Katia,F,1
Beppina,F,1
Roberto Emilio Luigi,M,1
Eseosa,F,1
Ilaria Maria Ezia,F,1
Danjela,F,1
Kerolay,F,1
Teresa Clara,F,1
Polsia,F,1
Lorenza Maria Amelia,F,1
Jiahang,M,1
Vittorio Giovanni,M,1
Silvio Angelo,M,1
Anthony Sebastiano,M,1
Yerik,M,1
Qamile,F,1
Fiorenzo Andrea,M,1
Damitius,M,1
Giuseppe Nicola Pasquale,M,1
Bernardina Pierina,F,1
Alviria Maria Teresa,F,1
Ada Marcella,F,1
Pierangiola,F,1
Lucia Rosaria,F,1
Nektar,M,1
Monica Angela,F,1
Mariaceleste,F,1
Giorgio Umberto,M,1
Mauro Biagio,M,1
Clirim,M,1
Maria Clotilde Luigia,F,1
Germano Vittorio,M,1
Maria Fiora,F,1
Petraq,M,1
Mounim,M,1
Beatrice Anna Maria,F,1
Simone Mario,M,1
Onome Precious,F,1
Bingfeng,M,1
Lou Tanan Viviane,F,1
Gloria Silvana,F,1
Mauro Anacleto,M,1
Davide Maria,M,1
Anna Teresa Franca,F,1
Gerardina Giovannina,F,1
Secondo Bartolomeo,M,1
Ines Maria Assunta,F,1
Lucia Elide,F,1
Piero Cesare,M,1
Damiana,F,1
Karol,F,1
Prince Chinedu,M,1
Liliana Corina,F,1
Patience Daniel,F,1
Manuel Jorge,M,1
Blerdi,M,1
Paule Sibylle,F,1
Huinan,M,1
Trond,M,1
Giulia Diana,F,1
Carla Ines,F,1
Tiberiu Victor,M,1
Modou Bara,M,1
Aurora Sofia,F,1
Alejandro Fabian,M,1
Domenica Rosaria Antonina,F,1
Marco Vittorio,M,1
Adeli,F,1
Andreea Ioana,F,1
Kelly,M,1
Antonio Francesco,M,1
Defendente,M,1
Avacum,M,1
Mara Carolina Francesca,F,1
Eric Vasile,M,1
Yunus,M,1
Mayersy Lisset,F,1
Douha,F,1
Patimat,F,1
Egli,M,1
Gaetano Giglio,M,1
Jonilda,F,1
Gianbattista Luca,M,1
Patrizia Marisa Anna,F,1
Aurelia Elvira,F,1
Franco Virginio,M,1
Sadio,M,1
Abdiaziz,M,1
Wilmer,M,1
Modou Mamoune,M,1
Stefania Diana,F,1
Francesca Elisa,F,1
Davide Luigi,M,1
Alex Anthony,M,1
Evisa,F,1
Ali',M,1
Francois Dominique,M,1
Zvezdan,M,1
Ledjo,M,1
Sajma,F,1
Barbara Rosalina,F,1
Angela Secondina,F,1
Mauro Giorgio Ugo,M,1
Franca Annunziata,F,1
Abasse,M,1
Maria Barbara,F,1
Ricard Adrian,M,1
Modibo,M,1
Gesuela,F,1
Clotilde Valentina Maria,F,1
Juana Regina,F,1
Chloe Zhen,F,1
Aylan,M,1
Diedrich Werner Karl Ernst,M,1
Walter Gabriel,M,1
Dalentine,M,1
Rachela Bruna,F,1
Roberto Tommaso,M,1
Sofia Zita,F,1
Merj,F,1
Felice Lino,M,1
Miriam Amalia,F,1
Illary,F,1
Rebeca Damaris,F,1
Renato Felice,M,1
Marco Gioele,M,1
Santhiago Danilo,M,1
Realda Margherita,F,1
Alessio Augusto,M,1
Hammedat Sara,F,1
Piero Fabio,M,1
Franco Stefano,M,1
Giovanni Antonio Italo,M,1
Nadjib,M,1
Suiyun,F,1
Nadia Fiorenza,F,1
Pier Paola,F,1
Greta Maya,F,1
Silvano Augusto,M,1
Fiorella Rina,F,1
Giovanna Elsa,F,1
Fausto Mario,M,1
Caterina Maddalena,F,1
Valentino Elis,M,1
Antonino Giuseppe,M,1
Nicoleta Senni,F,1
Andra Maria,F,1
Gabriele Michele Giorgio,M,1
Drandafille,F,1
Andrea Cristian,M,1
Angela Christiane,F,1
Maria Nicoleta,F,1
Fluturije,F,1
Itohan,F,1
Osaretin,M,1
Joudy Ahmed Mahmoud Abdelghani,F,1
Souhaila,F,1
Daria Alexandra,F,1
Secondina Maria Adelaide,F,1
Roseanna,F,1
Agustin,M,1
Efrosinia,F,1
Salvatore Rosario,M,1
Carla Eugenia,F,1
Patrizia Mariangiola,F,1
Frank Ismael,M,1
Alijey,M,1
Etlira,F,1
Stefano Vittorio,M,1
Rodica Petrica,F,1
Abed Elaziz,M,1
Germano Angelo,M,1
Ernesto Michele,M,1
Maria Onorina,F,1
Pierina Anna,F,1
Anastasia Anna,F,1
Muhammad Qasim,M,1
Teodomiro Mario Giuseppe,M,1
Maria Rosa Secondina,F,1
Elidio Dionigi,M,1
Ersena,F,1
Rowshan Ara,F,1
Mario Maurizio,M,1
Mauro Antonio,M,1
Romanus,M,1
Filippa Teresa Maria,F,1
Jugerta,F,1
Ida Helena,F,1
Muneeb,M,1
Chibuzo Ignatius,M,1
Prenda,F,1
Gheorghe Florin,M,1
Sheryl,F,1
Vincenza Paola,F,1
Paola Ada,F,1
Yarixanda Morelly,F,1
Claudio Piero,M,1
Patrizia Teresa Francesca,F,1
Annarosa,F,1
Ketty Jannet,F,1
Khrystyna,F,1
Nolan Ragnar,M,1
Biancarosa,F,1
Reda Abdelmottaleb Abdelhadi,M,1
Loredana Veronica,F,1
Mauro Angelo,M,1
Adriana Caterina,F,1
Massimo Sebastiano,M,1
Nella Giuseppina,F,1
Xinzhou,M,1
Erjada,F,1
Soleya Anais,F,1
Carmen Ramona,F,1
Agreen,F,1
Elisa Teresa,F,1
Gioia Eshak Naeim Israeil,F,1
Marco Luigi Felice,M,1
Tudorita Petruta,F,1
Marwane,M,1
Ndã©yekhoudia,F,1
Rehan Seneska Garusinghe,M,1
Giorgia Maria Teresa,F,1
Manuella,F,1
Djillali,M,1
Nicla Francesca,F,1
Yenitza,F,1
Natalia Ewa,F,1
Graziella Natalina,F,1
Anisse,M,1
Rosabel,F,1
Maristella Giovanna,F,1
Valentina Alessandra,F,1
Nicole Georgeana,F,1
Florina Alina,F,1
Loriana Andreea,F,1
Osariyekemwen,M,1
Kleoparda,F,1
Leonina,F,1
Rrikard,M,1
Ramson,M,1
Marzia Domenica,F,1
Mirabella,F,1
Riky,M,1
Pateh,M,1
Federico Pietro,M,1
Andrea Noemi,F,1
Janja,F,1
Roberto Mario,M,1
Paola Ausilia Carmela,F,1
Anselmo Giovanni,M,1
