name,sex,number
Silvian,M,1
Nicola Li Xing,M,1
Alexandra Del Carmen,F,1
Yohana Carolina,F,1
Vittoria Graziella,F,1
Andrea Alessandro,M,1
Gurcan,F,1
Giovanna Maria Emma,F,1
Maria Rosemma,F,1
Annunziatina,F,1
Marta Anna,F,1
Agostino Giuseppe,M,1
Lina Rita,F,1
Jamille,F,1
Valentina Maria,F,1
Enesa,F,1
Nathan Alessio,M,1
Ilary Giulia,F,1
Rebecca Lidia,F,1
Lorenzo Cheick,M,1
Tobia Tommaso,M,1
Ligia Teodora,F,1
Piersilvio,M,1
Paoletto,M,1
Felicina Maria,F,1
Limonka,F,1
Korab,M,1
Franca Rosita,F,1
Noemy,F,1
Mirko Stefano,M,1
Elena Chiara,F,1
Comfort,F,1
Klejton,M,1
Maria Cristina Anna,F,1
Irene Sara,F,1
Patrizia Vincenza,F,1
Enisa Tanja,F,1
Sally,F,1
Filaret,M,1
Nora Amedea,F,1
Cornelio,M,1
Pietro Antonio,M,1
Zhizhen,F,1
Jacopo Mattia,M,1
Oghogho Glory,F,1
Libabatu,F,1
Nikola,F,1
Roberto Giovanni Battista,M,1
Chong Hao Stefano,M,1
Ming Kai,M,1
Eugenio Domenico,M,1
Graziella Maria Teresa,F,1
Enedina,F,1
Florenzo,M,1
Alfredo Emilio,M,1
Rosangela Rita,F,1
Gustavo Henrique,M,1
Mariafrancesca,F,1
Gian Giuseppe,M,1
Confidence Osemhen,F,1
Sila,F,1
Ionel Viorel,M,1
Annabelle,F,1
Mariacatena,F,1
Maria Libera,F,1
Fadilete,F,1
Anja,F,1
Giovanna Fiorinda,F,1
Maria Elena,F,1
Clara Giuseppina,F,1
Lucia Albina,F,1
Palmo,M,1
Nexhmedin,M,1
Testimony,F,1
Sam,M,1
Artur Walter,M,1
Karlos,M,1
Melida Maruja,F,1
Sonia Giusi Aurora,F,1
Aurora Giovanna,F,1
Clizia,F,1
Amy Elizabeth,F,1
Daniel Mulang,M,1
Carlo Angelo,M,1
Elvin,M,1
Yeran,M,1
Maria Ester,F,1
Corallina,F,1
Sandra Anna,F,1
Naiping,F,1
Xiaomei,F,1
Cosmos,M,1
Lek,M,1
Drane,F,1
Fallou,M,1
Ferruccio Giuseppe,M,1
Doriana Ondina,F,1
Agnese Costantina,F,1
Vasko,M,1
Patrizia Maria Enrica,F,1
Lucia Rosita,F,1
Dolores De Jesus,F,1
Amos Mino,M,1
Brigitte Mireille,F,1
Elisabetta Lilia,F,1
Marcella Maria,F,1
Victoria Caterina,F,1
Rocco Renato,M,1
El Hadji Abdoul Aziz,M,1
Azem,M,1
Mohammad,M,1
Ayan,F,1
Ermano,M,1
Ezio Antonio Mario,M,1
Maria Immacolata Anna,F,1
Maria Fedora,F,1
Irene Anna,F,1
Remo Eugenio,M,1
Vita Palma,F,1
Delfina Giovanna,F,1
Vilma Noemi,F,1
Roberto Zarko,M,1
Rodolf,M,1
Luca Gheorghe,M,1
Piergabriele,M,1
Teresa Anna Maria,F,1
Ilyass,M,1
Secondo Michele,M,1
Fiorella Teresa,F,1
Maria Raffaela Carmela,F,1
Emiliana Giuseppina,F,1
Crocefissa Maddalena,F,1
Laura Federica,F,1
Visnja,F,1
Edin,M,1
Filipo Salih,M,1
Isabella Maria Rosa,F,1
Ailing,F,1
Mohammed Ali,M,1
Murielle,F,1
Fioravante,M,1
Adonai,M,1
Yenisey,F,1
Doina-elena,F,1
Hyacinthe,M,1
Andrei Ciprian,M,1
Zakariyaa,M,1
Grazia Ines,F,1
Alessandro Luigi,M,1
Yin,F,1
Ersela,F,1
Pier-giorgio,M,1
Gabriella Rosa Maria,F,1
Marcello Giuseppe,M,1
Gabriella Beatrice,F,1
Maria Agnese,F,1
Euloge,M,1
Andrea Cristiano,M,1
Rajae,F,1
Clara Matilde,F,1
Fabrizia Cristina,F,1
Lilliana Giovanna Teresa,F,1
Kol,M,1
Theona Gabriela,F,1
Giulietta Carla,F,1
Aurelia Alda,F,1
Rebecca Luna,F,1
Liberata Angelina,F,1
Kalem,M,1
Dumitru Gabriel,M,1
Ginevra Rosa,F,1
Islam,F,1
Khalifa,M,1
Iuliana Puica,F,1
Rihan,F,1
Rosaria Laura,F,1
Salsabyl,F,1
Maria Esther,F,1
Silvana Celestina,F,1
Piermatteo,M,1
Besmira,F,1
Loredana Carla,F,1
Leonarda Maria,F,1
Giovanna Beatrice,F,1
Valeria Chiara,F,1
Valentina Marialuisa,F,1
Vittorio Crescentino,M,1
Gian Marco Riccardo,M,1
Renza Emilia,F,1
Annie Henriette,F,1
Zitana,F,1
Nila,F,1
Shpresa Rexhep,F,1
Brunello Renato Domenico,M,1
Mona Adel Tawfik,F,1
Giuseppina Clementina Luigina,F,1
Isabella Claudia,F,1
Luisella Lea,F,1
Alin Simone,M,1
Grazyna,F,1
Zakiel,M,1
Ilvana Tiziana Donatella,F,1
Precious Iroghama,M,1
Kitana,F,1
Anduena,F,1
Larisa Felicia,F,1
Giovanni Pasquale,M,1
Luca Mattia,M,1
Etinosa Godwin,M,1
Enrica Maria,F,1
Libero Giuseppe,M,1
Guglielmo Giuseppe,M,1
Gilda Antonietta,F,1
Susanna Monica,F,1
Dajgore,M,1
Agata Rosa,F,1
Sebastiano Dionigi,M,1
Sadikh,M,1
Sandro Giuseppe,M,1
Maria Alda,F,1
Loridana,F,1
Fiordaliza,F,1
Kejda,F,1
Jonche,M,1
Maria Catena Rosa,F,1
Piero Rodolfo,M,1
Lidivine,F,1
Giuseppe Matteo,M,1
Cindy,F,1
Gift Ekhorose,F,1
Oriana Olimpia,F,1
Marco Francesco,M,1
Giuseppe Mattia,M,1
Gennaro Marcello,M,1
Hanka,F,1
Adnan,M,1
Andrea Stella,F,1
Gjoana,F,1
Elena Liliana,F,1
Catalin Alexandru,M,1
Graciela Madelayne,F,1
Lorenzo Bartolomeo,M,1
Fiorello,M,1
Maimouna,F,1
Kingsley,M,1
Novellina,F,1
Raffaele Alberto,M,1
Crescenza,F,1
Ilaria Livia,F,1
Tidyr,F,1
Georgina Rosa,F,1
Vincenzo Domenico,M,1
Gabriella Rosa,F,1
Zoubida,F,1
Salvatore Marco,M,1
Viktorija,F,1
King George,M,1
Jansu,F,1
Rosolina Miriam,F,1
Jia Yi,M,1
Miar Maged Alfons Habib,M,1
Federico Natanael,M,1
Maria Lucia Giuseppina,F,1
Elena Elda,F,1
Iftikhar,M,1
Zopita,F,1
Claudio Luigi,M,1
Marie Christine Antonella,F,1
Victorino,M,1
Zahira,F,1
Gabriella Rita Secondina,F,1
Carmen Loredana,F,1
Guirong,F,1
Angelica Roberta,F,1
Eugenia Sofia,F,1
Jean Paul,M,1
Dolar,M,1
Luciano Valentino,M,1
Ornella Serena,F,1
Alessandra Romana,F,1
Elio Natalino,M,1
Jianwei,M,1
Belkacem,M,1
Mustafa Abdulabbas,M,1
Brigit Carolina De Los Angeles,F,1
Osmida,F,1
Lorenza Giuseppina,F,1
Vitina,F,1
Mirella Graziella,F,1
Mariana Tanta,F,1
Rustem,M,1
Zihua,M,1
Franci,M,1
Cristina Angela,F,1
Naide,F,1
Ernest Endurance,M,1
Felice Agostino,M,1
Gustavo Jose',M,1
Michael Miracle,M,1
Reyf,M,1
Iyed,M,1
Angelico,M,1
Jeremias Jose',M,1
Chengjian,M,1
Deborah Sanaz,F,1
Lamiss,F,1
Ovidiu Laviniu,M,1
Enea Nicola,M,1
Franco Sergio,M,1
Margherita Piera,F,1
Yeli,F,1
Paola Secondina,F,1
Raffaella Domenica,F,1
Narcisa Elena,F,1
Patrizia Clara,F,1
Silvia Laura,F,1
Giuseppe Pierluigi,M,1
Dara,M,1
Paoletta,F,1
Andreea Beatrice,F,1
Giulio Raffaele,M,1
Nafiseh,F,1
Francesca Elena,F,1
Maria Pierina,F,1
Nicolae Andrei,M,1
Jiane,F,1
Mario Eugenio,M,1
Benedetto Luca,M,1
Mario Roberto,M,1
Petronilla,F,1
Doina Getta,F,1
Xhoena,F,1
Simone Fabrizio,M,1
Claudio Massimo,M,1
Mirko Gianni Giuseppe,M,1
Aylã©n,F,1
Malena,F,1
Ishaak Adam,M,1
Arnaldo Angelo Francesco,M,1
Umberto Vincenzo,M,1
Giuseppe Elio,M,1
Cile,F,1
Alder,M,1
Duccio,M,1
Maria Ausilia Margherita,F,1
Erve',M,1
Pier Maria,M,1
Doina Lus,F,1
Aurelian Rasvan,M,1
Avdulla,M,1
Andreana,F,1
Gabriela Wanda,F,1
Nelufa,F,1
Adelaida,F,1
Eleonilda,F,1
Martin Esosa,M,1
Ion Titus,M,1
Veriano,M,1
Giuseppe Valter,M,1
Lara Florentina,F,1
Gjoke,M,1
Fabrizio Luigi,M,1
Angela Maggiorina,F,1
Camilla Giorgia,F,1
Soraja,F,1
Gaia Valeria Lucrezia,F,1
Graziella Maria Adele,F,1
Teresa Secondina,F,1
Sara Margherita,F,1
Amilda,F,1
Elisabet,F,1
Milgia Arely,F,1
Joana,F,1
Alice Ines,F,1
Anouar,M,1
Costel Gabriel,M,1
Steisi,F,1
Vittoria Nicole,F,1
Pasquale Osvaldo,M,1
Gjeorgji,M,1
Abdel,M,1
Giovanna Martina,F,1
Lassina,M,1
Zyhdi,M,1
Arion,M,1
Innocente,M,1
Timothi,M,1
Giulia Gemma,F,1
Edoardo Carlo,M,1
Celeste Sebastiano Emilio,M,1
Italia Rosa,F,1
Erasmo,M,1
Eleonora Cinzia,F,1
Stella Celia,F,1
Rosella Giuseppina,F,1
Olimpio,M,1
Ale,M,1
Dauridia,F,1
Pietrina,F,1
Gabriella Leila,F,1
Wally,F,1
Dario Germano,M,1
Loredana Carolina,F,1
Anna Veronica,F,1
Nicolo' Daniele,M,1
Miriam Soledad,F,1
Laaziz,M,1
Riccardo Antonello,M,1
Edoardo Andres,M,1
Agata Ewa,F,1
Daniele Piero Camillo,M,1
Arancia,F,1
Ghenadi,M,1
Iyeiy,M,1
Loreana,F,1
Jinane,F,1
Brigitta,F,1
Courage,F,1
Nore,F,1
Guillermina,F,1
Tamilla,F,1
Sarafin,M,1
Luisella Angela,F,1
Rosmeri,F,1
Raffaella Emily,F,1
Enrico Maria Pietro,M,1
Fabrizio Alessandro,M,1
Carmela Michelina,F,1
Andreea Viorelia,F,1
Gabriella Teresa,F,1
Suiyang,F,1
Nailya,F,1
Vasile Maricel,M,1
Franceskina,F,1
Moise,M,1
Stefano Secondo,M,1
Ezio Natale,M,1
Sonni,M,1
Patrizia Alpina,F,1
Petrica,M,1
Sid Ali,M,1
Zhizela,F,1
Julia Anna,F,1
Guillermo Abel,M,1
Fiorella Giuseppina,F,1
Alessandra Raffaella,F,1
Menna Yilma,F,1
Jaskaran,M,1
Lauretta Enrica,F,1
Roberto Adriano,M,1
Marina Silvia,F,1
Diatou,F,1
Zarifou,M,1
Franca Emilia Lucia,F,1
Giuseppe Daniele,M,1
Lulash,M,1
Ombretta Rosa Felicita,F,1
Guya,F,1
Gian Andrea,M,1
Geanina Simona,F,1
Dominika Katarzyna,F,1
Moghadesa,F,1
Caroline,F,1
Giovanni Clemente,M,1
Patience,F,1
Emanuele Rocco,M,1
Aomar,M,1
Sandro Domenico,M,1
Iljana,F,1
Sofije,F,1
Daryl Gabriele,M,1
Carmen Laura,F,1
Robaldo Mario,M,1
Enrico Maurizio,M,1
Jia Qi,F,1
Negger,M,1
Dmytro,M,1
Filip Niccolo',M,1
Abdulmalik,M,1
Elmehdi,M,1
Massimo Giammaria,M,1
Fatjet,M,1
Patrizia Antonietta,F,1
Carlo Ernesto,M,1
Lucrezia Esmeralda,F,1
Piero Vincenzo Giovanni,M,1
Timisto,M,1
Barka,F,1
Gjele,F,1
Antonella Cecilia,F,1
Vivien,F,1
Robert Mihai,M,1
Fiorella Cinzia,F,1
Dolor,M,1
Natali,F,1
Mardis,M,1
Fatima Azzahraa,F,1
Flor Maria,F,1
Mouniya,F,1
Giuseppe Nicola,M,1
Flavia Lucrezia,F,1
Marcelle,F,1
Marco Alfredo,M,1
Giuseppe Vincenzo,M,1
Binwa,F,1
Mina Hanna Botros,M,1
Franca Annamaria,F,1
Patricson Balboa,M,1
Maurizio Remo,M,1
Alberto Domenico,M,1
Albertina Maria,F,1
Onorata,F,1
Franca Augusta Angioletta,F,1
Clara Anna,F,1
Loredana Silvana,F,1
Moulay Mehdi,M,1
Lavdimir,M,1
Matteo Luca,M,1
Rodrigo,M,1
Ange Ophir Camilla,F,1
Maria Madalina,F,1
Kinan Mahmud,M,1
Batoul,F,1
Florin Gicu,M,1
Riccardo Luigi,M,1
Elisa Cristina,F,1
Claudio Antonio,M,1
Giuseppina Orsolina,F,1
Graziella Elvira,F,1
Jane,F,1
Edmira,F,1
Gian Sandro,M,1
Lino Carlo Ernesto,M,1
Franca Beatrice,F,1
Elisabetta Giovanna Giuseppina,F,1
Otmane,M,1
Lucia Angela,F,1
Anna Eleonora,F,1
Carla Marisa,F,1
Luigi Alfredo,M,1
Zarouchi,F,1
Silvia Anna,F,1
Alexandra Mihaela,F,1
Sviatlana,F,1
Qing,M,1
Francisc,M,1
Paolo Girolamo,M,1
Geertruy,F,1
Jassiki,M,1
Simone Romano,M,1
Iuliana Crenguta,F,1
Gladys Maria,F,1
Dima Maria,F,1
Nicoletta Maria,F,1
Umberto Secondo,M,1
Lorenza Angela,F,1
Pilania,F,1
Robert Lorin Stelian,M,1
Helidon,M,1
Zoryana,F,1
Gabriel Carlo,M,1
Jose,M,1
Laura Pieranna,F,1
Gioacchina Paolina,F,1
Mihaela Stefania,F,1
Gianfranco Lino,M,1
Mazena,F,1
Ronhy,M,1
Renato Carlo,M,1
Mariarosa Enrica,F,1
Faith Imuetinyan,F,1
Gabriela Ioana,F,1
Masse,M,1
Stanislava Zhelyazkova,F,1
Athia,F,1
Mamadouba,M,1
Julius,M,1
Mauro Achille,M,1
Delma,F,1
Sen,M,1
Alessandra Margherita,F,1
Maria Sandra,F,1
Laura Maria Angela,F,1
Rosalda Maria,F,1
Dhurim,M,1
Bubacarr,M,1
Rockson,M,1
Haiwei,M,1
Teobaldo,M,1
Beatrice Graziella,F,1
Roberto Luigi,M,1
Aishe,F,1
Valentina Alessia,F,1
Endurance Folorunsho,M,1
Elyan,M,1
Lorenzo Carlos,M,1
Teresa Tilde,F,1
Annamaria Clementina,F,1
Assunta Michela,F,1
Fehmi,M,1
Rosella Giovanna,F,1
Tina Rosita,F,1
Fiorella Aurora,F,1
Umberto Ettore,M,1
Adelchi,M,1
Carmen Lucia,F,1
Ulderico,M,1
Rita Valda,F,1
Irino,M,1
Ishaku,M,1
Boujemaa,M,1
Rihab,F,1
Stella Clementina,F,1
Fulco,M,1
Cristina Daniela,F,1
Margherita Fiorella,F,1
Katarzyna Beata,F,1
Gaetanuccia,F,1
Maria Cristina Achilla,F,1
Abel Mario,M,1
Carolina Adele,F,1
Vjola,F,1
Esterina Antonia,F,1
Alzira,F,1
Stefana Cunegonda,F,1
Leonardo Augusto,M,1
Alessandra Bruna,F,1
Saura,F,1
Ednol,M,1
Margrit,F,1
Leana,F,1
Stefania Carolina,F,1
Tarsillo,M,1
Fang Zhen,M,1
Giuseppina Luciana,F,1
Mihaela Catalina,F,1
Bibi,F,1
Alessandro Cesare,M,1
Dalip,M,1
Najwa,F,1
Tommy Adrian,M,1
Alina Andreea,F,1
Zaheer,M,1
Elham,F,1
Annasole,F,1
Italo Mariano,M,1
Mitrela Camelia,F,1
Cassius Joannes Marcus,M,1
Klorinde,F,1
Michela Clara Cristina,F,1
Rico,M,1
Mohamed Habib,M,1
Enrico Eugenio Giovanni,M,1
Giulio Attilio,M,1
Diturije,F,1
Pier Luigia,F,1
Leila Amal,F,1
Almoustapha,M,1
Abbondanza,F,1
Hasim,M,1
Cihan,M,1
Haizhu,F,1
Ambroz,M,1
Paola Francesca,F,1
Floaria,F,1
Leonardo Matteo,M,1
Angela Teresa Maria,F,1
Josetta,F,1
Antonina Carla,F,1
Remonda,F,1
Fiorenza Edovilia,F,1
Francesco Giacinto,M,1
Sandra Bianca Teresa,F,1
Sabry,M,1
Ilde Sabina,F,1
Mariella Felicita,F,1
Ouisame,F,1
Marcella Giovanna,F,1
Eibi,F,1
Federico Giuliano,M,1
Giuseppe Roberto,M,1
Gianpiera Gabriella,F,1
Mynyre,F,1
Alfonso Alessandro,M,1
Alice Anna,F,1
Skerdi,M,1
Yumeng,F,1
Floriana Anna Maria,F,1
Virginia Maria,F,1
Mabel,F,1
Aboubakr,M,1
Dajana,F,1
Viktore,F,1
Katia Cristina,F,1
Ovidiu Adrian,M,1
Erico,M,1
Encarnacion,F,1
Maria Santina,F,1
Vincenzo Michele,M,1
Calista,F,1
Bihong,F,1
Tezerash Woldeamanuel,F,1
Nobert,M,1
Lorenzo Valentino,M,1
Banush,M,1
Nicolo' Salvatore,M,1
Gianni Severino,M,1
Felicina Vittoria,F,1
Franca Enrichetta,F,1
Anna Giacomina,F,1
Maria Luisa Pia,F,1
Narcisa Giovanna Graziella,F,1
Graziella Vittorina,F,1
Claudio Beniamino,M,1
Achille Giuliano,M,1
Michele Dany,M,1
Ada Maria Nicola,F,1
Danche,F,1
Nevzat,M,1
Harold,M,1
Riccardo Constantin,M,1
Daniel Alessandro,M,1
Nora Eloghosa,F,1
Mayacine,M,1
Fabio Abramo,M,1
Massimigliano,M,1
Noah Aimuanmwosa,M,1
Thassanee,F,1
Maddalena Giuseppina,F,1
Giovanna Ernesta,F,1
Paulo,M,1
Corrado Aniello,M,1
Oliver Alin,M,1
Janaina,F,1
Rosa Grazia,F,1
Cristina Rosa,F,1
Romarjo,M,1
Davi,M,1
Abdullah,M,1
Vittorio Ettore,M,1
Franco Francesco,M,1
Almin,M,1
Christian Simone,M,1
Tosca,F,1
Isidoro Lanfranco,M,1
Aymane,M,1
Liza Maria,F,1
Yaw Mohammed,M,1
Giuseppe Nicolao,M,1
Iuri,M,1
Simone Giuseppe,M,1
Bruna Rosaria,F,1
Michele Gioachino,M,1
Ann Beatrice,F,1
Ludovica Marisa,F,1
Salsabil,F,1
Liuba Virgilia,F,1
Olsjan,M,1
Octavian,M,1
Assunta Anna Maria,F,1
Emma Vittoria,F,1
Battista Antonia,F,1
Hnia,F,1
Sarah Sophia Michelle,F,1
Ugo Ettore Aldo,M,1
Maicol,M,1
Yannick,M,1
Luminita Maria,F,1
Fernando Morgan,M,1
Marco Gianluigi,M,1
Beatricie,F,1
Constantin Ovidiu,M,1
Emanuela Giovanna,F,1
Vergilia,F,1
Jalldyz,F,1
Artor,M,1
Laurangela Mirella,F,1
Fausta Carla,F,1
Nadia Noemi,F,1
Nicolas Gabriele,M,1
Daorung,F,1
Aura Camilla,F,1
Mohamed Reda Abdelmottaleb Abdelhadi,M,1
Rangana,M,1
Gabriella Emma,F,1
Genoeffa,F,1
Roberto Felice,M,1
Laura Erona,F,1
Tiziana Rosita,F,1
Ignazio Antonio,M,1
Melissa Giovanna,F,1
Stefania Anna,F,1
Mariza,F,1
Love Akwaowo,F,1
Hugo Lorenzo,M,1
Ruzhdi,M,1
Vjosana,F,1
Amadeus,M,1
Sirio,M,1
Ferdinando Carlo,M,1
Erta Rita,F,1
Emilio Martino,M,1
Antonina Agnese Lucia,F,1
Malcom,M,1
Felipe,M,1
Samuel Elisei,M,1
Sytki,M,1
Antonino Egidio,M,1
Costica,M,1
Broz,M,1
Rosalino,M,1
Enrico Antonio,M,1
Giovanna Maria Teresa,F,1
Angelo Francesco,M,1
Valeria Siriana,F,1
Pier Paola Isabella,F,1
Monica Mihaela,F,1
Nuredin,M,1
Luigia Virginia,F,1
Luigi Eugenio,M,1
Donatella Federica Annunziata,F,1
Lodovica Isola Biancaelena,F,1
Gianfranca Teresa,F,1
Romea,F,1
Marco Amedeo,M,1
Leo Miftar,M,1
Carlo Davide,M,1
Alessandro Nicola,M,1
Khloe Mia,F,1
Mihaita Ciprian,M,1
Angelo Germano,M,1
Feta,M,1
Albertina Maria Luisa,F,1
Elionora,F,1
Loredana Virginia Maria,F,1
Redenta,F,1
Carlotta Sofia,F,1
Enola,F,1
Florence,F,1
Ayla,F,1
Chao,M,1
Bruno Fruttuoso,M,1
Alda Raffaella,F,1
Paola Franca Maria,F,1
Yakubu,M,1
Matea,F,1
Giuseppina Tiziana,F,1
Andonie,F,1
Enzo Mario,M,1
Lorenca,F,1
Valantina,F,1
Gianmauro,M,1
Armanno,M,1
Dolly,F,1
Denise Bluma,F,1
Piera Luigina,F,1
Stefano Maria Michele,M,1
Dorontina,F,1
Corina,F,1
Leonid Mario,M,1
Rosetta Celestina,F,1
El Hadji Magatte,M,1
Jahe,M,1
Endira,F,1
Gianni Domenico,M,1
Mirella Vittorina,F,1
Benvenuta,F,1
Maria Loreto,F,1
Massimiliano Pier Bruno,M,1
Anita Margot,F,1
Colombina Teresa,F,1
Julissa Janneth,F,1
Bruno Marco,M,1
Vanada,F,1
Ottilio,M,1
Carine Joelle,F,1
Marinella Luigia,F,1
Delia Elena,F,1
Jacopo Maria Ludovico,M,1
Loredana Lucia,F,1
Wilder Raul,M,1
Cristian Andres,M,1
Hristina,F,1
Taly,M,1
Alush,M,1
Jacek Mariusz,M,1
Francesca Maria Chiara,F,1
Geralda,F,1
Rosica Rangelova,F,1
Ester Pasqua,F,1
Albina Ines,F,1
Giovanni Gabriele,M,1
Liam George,M,1
Jean Figdel Alessandre,M,1
Pasquale Emilio,M,1
Londra,F,1
Dominick,M,1
Hadj,M,1
Concettina Giovanna,F,1
Salha,F,1
Kanza,F,1
Olamide,F,1
Antonella Reana,F,1
Gabriella Michela Giovanna,F,1
Davi,F,1
Rolando Francesco,M,1
Mauro Uberto,M,1
Giovanni Lodovico,M,1
Iolanda Lorenzina,F,1
Carlo Giuseppe Baldassarre,M,1
Giuseppe Ignazio Toni,M,1
Franco Firmino,M,1
Anna Cristina,F,1
Alfio Natale,M,1
Clio Barbara Carlotta,F,1
Merna Micheal William Boshra,F,1
Lerika,F,1
Maria Alejandra,F,1
Ali Reza,M,1
Jamal Naser,M,1
Nassma,F,1
Giovanni Battista Luigi,M,1
Fedelina,F,1
Angresa,F,1
Stefano Antonio,M,1
Hedwig Rosemarie,F,1
Antonio Giacomo,M,1
Joshua Chinedu,M,1
Helmi,M,1
Marcella Loredana,F,1
Irsid,M,1
Roberto Achille,M,1
Leonardo Antonio,M,1
Assunta Maddalena,F,1
Neri Lea,F,1
Rosa Maria Celeste,F,1
Daevis Pietro,M,1
Estefa Sonia,F,1
Piotr Boguslaw,M,1
Gjystina,F,1
Risto,M,1
Gamal Abdalla Elsayed Ahmed,M,1
Mishell Laila,F,1
Ilaria Marika,F,1
Elio Davide,M,1
Joseph Everardo,M,1
Pierina Silvana,F,1
Zaide,F,1
Zeno Alessandro,M,1
Maryrose,F,1
Murad,M,1
Lamar,F,1
Luisa Piera,F,1
Schanelle,F,1
Jackson,M,1
Minella Piera,F,1
Fidalma,F,1
Mariella Rosa,F,1
Alessandro Edoardo,M,1
Iris Elektra,F,1
Eufemia Antonia,F,1
Riccardo Domenico Vittorio,M,1
Verniglia,F,1
Nicolo' Emanuele,M,1
Mite,F,1
Daniele Angelo,M,1
Reghina,F,1
Emanuel Alfredo,M,1
Mario Ercole,M,1
Domenico Mauro,M,1
Lucido,M,1
Eglentina,F,1
Gleison,M,1
Ganija,F,1
Marinella Caterina Luigia,F,1
Carlo Secondo Pietro,M,1
Eneida,F,1
Angioletta Maria,F,1
Soraia,F,1
Mattia Cristian,M,1
Michela Vincenza,F,1
Valery Cassandra,F,1
Anfisa,F,1
Rosario Mario,M,1
Mariangela Alessandra,F,1
Palo,M,1
Aurela,F,1
Jonathan Marco,M,1
Hatice,F,1
Fr Mikhail Elantoni Ad Akram Sobhy Fakhry,M,1
Irene Angela,F,1
Rudy,M,1
Giulia Frances,F,1
Sheyla Ingrid,F,1
Saba,F,1
Maurizio Giovanni Guglielmo,M,1
Giuseppe Orazio,M,1
Maria Rina Francesca,F,1
Giuseppe Fiorenzo,M,1
Nexhdet,M,1
Michela Maria,F,1
Viorica-vasilica,F,1
Enzo Isaias,M,1
Tope,M,1
Cristina Petronela,F,1
Maria Gerarda,F,1
Valter Luigi Pietro Paolo,M,1
Seilen,F,1
Pierangela Luisa,F,1
Anna Antonella,F,1
Giuseppina Antonella,F,1
Keisi,F,1
Ten Lon,M,1
Lazer,M,1
Elvis Diamant,F,1
Maria Cristina Amalia,F,1
Lesya,F,1
Abdel Basset,M,1
Giuseppina Vittoria,F,1
Lorenzino,M,1
Maria Luisella,F,1
Virginio Ennio,M,1
Lanfranco Luigi,M,1
Franco Benedetto,M,1
Nina Mabel,F,1
Luciana Giuseppina,F,1
Casandra Monica,F,1
Marius Mihai,M,1
Ehab Habib Barsoum,M,1
Loraine Catherine,F,1
Sergjo,M,1
Abanoub Gamal Yaakoub,M,1
Chiara Rosa,F,1
Valter Carlo Oreste,M,1
Shindano,F,1
Kole,M,1
Mafalda Italia,F,1
Carla Elisabetta,F,1
Miro,M,1
Alberto Eugenio,M,1
Malcom Andrea,M,1
Camelia-elena,F,1
Secondo Mario,M,1
Milady Perla,F,1
Adrian Marcel,M,1
Xhezarta,F,1
Giulia Donatella,F,1
Jerika,F,1
Lulvere,F,1
Giuseppina Gabriella,F,1
Romualdo Maurizio,M,1
Esraa,F,1
Bennaceur,M,1
Loredan Alex,M,1
Angelo Juan,M,1
Elivera,F,1
Carmen Yolanda,F,1
Giada Giovanna,F,1
Isacco Noah Giona,M,1
Qingfeng,F,1
Anna Maria Tersilla,F,1
Angelica - Steluta,F,1
Matteo Santo,M,1
Gian Luca Ernesto Maria,M,1
Ilda,F,1
Angioletta Erminia,F,1
Kristi,F,1
Madicke,M,1
Abdulwahad,M,1
Provino,M,1
Fioranna Maria,F,1
Silvia Valentina,F,1
Ivan Nadir,M,1
Carola Vanessa,F,1
Sofia Isabella,F,1
Iril,M,1
Francesca Chiara,F,1
Glodian,M,1
Rosalia Maria,F,1
Franca Maria Rosa,F,1
Mariastella,F,1
Maria Margarita,F,1
Korotoumou Yasmin,F,1
Kevin Vincenzo,M,1
Amantia,F,1
Pedro Gabriel,M,1
Othmane,M,1
Alfred Osayande,M,1
Stephanie,F,1
Giorgia Felicita Allegra,F,1
Magaly Saturnina,F,1
Federico Scipione,M,1
Anduel,M,1
Eduad,M,1
Leks,M,1
Cinzia Giuseppina,F,1
Donatamaria,F,1
Matteo Ionut,M,1
Giuseppa Patrizia,F,1
Concetta Gerardina,F,1
Francesco Salvatore,M,1
Ona,F,1
Aldo Vittorio,M,1
Mauro Francesco,M,1
Kelirjan,M,1
Walter Eugenio,M,1
Florin Catalin,M,1
Maria Ana,F,1
Xiaoyi,F,1
Gilberto Giuseppe Ernesto,M,1
Gabriele Domenico,M,1
Marjel,M,1
Ramazan,M,1
Ashraf,M,1
Bruno Franco,M,1
Ann Fadle Anwer Hanin,F,1
Salvatore Maurizio,M,1
Shahzad Ahmed,M,1
Suibang,M,1
Joyen Mia,F,1
Arash,M,1
Loredana Florentina,F,1
Nadege Ingrid,F,1
Selami,M,1
Marco Natale,M,1
Cesare Augusto,M,1
Tiberio Giulio,M,1
Homer,M,1
Pierclaudio,M,1
Mariagrazia Liliana,F,1
Adriana Bruna,F,1
Maria Adriana Piera,F,1
Luigia Anna Maria,F,1
Amalia Isabella,F,1
Katalin,F,1
Myrvete,F,1
Beatha,F,1
Muharrem,M,1
Davide Eugenio,M,1
Rebecca Rosa Maria,F,1
Nadia Maria Assunta,F,1
Galliano,M,1
Mirko Ferdinando,M,1
Sigismondo,M,1
Mongkhon,M,1
Flaminia Alessandra,F,1
Claretta,F,1
Sebastiano Elia,M,1
Giuliana Maria Rosa,F,1
Klay,M,1
Rabi,M,1
Santina Rita,F,1
Nathaly Yanira,F,1
